pair;direction;rsi;signal_time;entry_time_str;exit_time_str;entry_price;exit_price;pnl_percent;hold_time;dynamic_sl;status;exit_reason;filter_info;filtered_out
BTCUSDT;Long;42.15467502972655;01.08.2025 19:30;01.08.2025 19:30;0;113763,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;39.01174211375042;01.08.2025 19:45;01.08.2025 19:45;0;113448,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.19713360672427;02.08.2025 4:05;02.08.2025 4:05;0;113893,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;39.2707246875231;02.08.2025 6:45;02.08.2025 6:45;0;113668,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.30697835311462;02.08.2025 18:40;02.08.2025 18:40;0;112513,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;33.21160521312382;02.08.2025 18:55;02.08.2025 18:55;0;112340,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;65.08680290972201;03.08.2025 3:10;03.08.2025 3:10;0;113469,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;62.30451385667639;03.08.2025 3:55;03.08.2025 3:55;0;113607,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.10838859238596;03.08.2025 11:25;03.08.2025 11:25;0;114008,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;55.16459940938808;03.08.2025 19:40;03.08.2025 19:40;0;114415,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;58.24965754893574;04.08.2025 1:15;04.08.2025 1:15;0;114660,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;63.013205446523;04.08.2025 1:35;04.08.2025 1:35;0;114818,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;38.20517184306305;04.08.2025 5:35;04.08.2025 5:35;0;114296,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;42.281825510340724;04.08.2025 6:25;04.08.2025 6:25;0;114259;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.92808836995144;04.08.2025 7:55;04.08.2025 7:55;0;114676,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.37177599663215;04.08.2025 14:35;04.08.2025 14:35;0;115116,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.44330142156635;04.08.2025 20:05;04.08.2025 20:05;0;114789,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;43.575409109292806;04.08.2025 20:20;04.08.2025 20:20;0;114782,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.288017875232896;05.08.2025 0:55;05.08.2025 0:55;0;114891,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;47.034793306153965;05.08.2025 2:45;05.08.2025 2:45;0;114765,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.17026032603839;05.08.2025 10:00;05.08.2025 10:00;0;114624,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.05227240925966;05.08.2025 10:45;05.08.2025 10:45;0;114871,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;37.948393525855444;05.08.2025 13:10;05.08.2025 13:10;0;114045,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;32.39178405650358;05.08.2025 14:55;05.08.2025 14:55;0;113032,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.37298527410006;05.08.2025 15:50;05.08.2025 15:50;0;112872,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;62.311068705142375;05.08.2025 23:55;05.08.2025 23:55;0;114123;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;55.609342946219044;06.08.2025 6:00;06.08.2025 6:00;0;113988,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;65.21558271346265;06.08.2025 15:45;06.08.2025 15:45;0;115136,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;68.09260123389339;06.08.2025 16:05;06.08.2025 16:05;0;115368;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.17606865069855;07.08.2025 3:25;07.08.2025 3:25;0;114519,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.700599987953716;07.08.2025 7:30;07.08.2025 7:30;0;114791;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;63.46866911270678;07.08.2025 8:30;07.08.2025 8:30;0;115038,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;70.27624219349559;07.08.2025 11:30;07.08.2025 11:30;0;116543,2;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=50.76;1
BTCUSDT;Short;67.4163743705621;07.08.2025 20:10;07.08.2025 20:10;0;117290,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;69.01264768460902;07.08.2025 20:25;07.08.2025 20:25;0;117412,6;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Uptrend: avg_sma_change=2.02, no_rsi_extreme=True;1
BTCUSDT;Long;43.79841417894845;08.08.2025 6:10;08.08.2025 6:10;0;116571,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;42.544042104107525;08.08.2025 15:55;08.08.2025 15:55;0;116201,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;52.85685190866382;08.08.2025 18:25;08.08.2025 18:25;0;116595,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.72814007361147;08.08.2025 21:35;08.08.2025 21:35;0;116848,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;63.03553483005369;08.08.2025 21:55;08.08.2025 21:55;0;116926;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.71593941663576;08.08.2025 22:15;08.08.2025 22:15;0;116914,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;58.01442843181896;08.08.2025 22:30;08.08.2025 22:30;0;116901,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;44.30073513735397;09.08.2025 1:05;09.08.2025 1:05;0;116640,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.61581720916009;09.08.2025 1:30;09.08.2025 1:30;0;116567,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;45.09673752166381;09.08.2025 3:10;09.08.2025 3:10;0;116447,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.29203900981816;09.08.2025 9:40;09.08.2025 9:40;0;117271,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;82.64525611521957;10.08.2025 3:40;10.08.2025 3:40;0;118213,4;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=47.01;1
BTCUSDT;Short;56.82042119142333;10.08.2025 23:10;10.08.2025 23:10;0;118944,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.03505478180538;11.08.2025 0:00;11.08.2025 0:00;0;119194,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;79.37588743441549;11.08.2025 3:00;11.08.2025 3:00;0;121748;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=65.69;1
BTCUSDT;Long;42.63244196570564;11.08.2025 9:40;11.08.2025 9:40;0;121422,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;41.256550827499055;11.08.2025 10:10;11.08.2025 10:10;0;121293,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;42.32481986060689;11.08.2025 10:55;11.08.2025 10:55;0;121176;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.97212233395601;11.08.2025 11:40;11.08.2025 11:40;0;120675,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.65518161166359;11.08.2025 11:55;11.08.2025 11:55;0;120546,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;32.4874488563071;11.08.2025 12:30;11.08.2025 12:30;0;120229,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;27.679127369368047;11.08.2025 13:05;11.08.2025 13:05;0;119619,5;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bear cross at RSI_SMA=73.82;1
BTCUSDT;Long;38.5777405755015;11.08.2025 18:10;11.08.2025 18:10;0;119502,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.35293402043585;11.08.2025 20:20;11.08.2025 20:20;0;118787,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;47.14779719396548;12.08.2025 10:20;12.08.2025 10:20;0;118559,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.03512082390908;12.08.2025 15:40;12.08.2025 15:40;0;119677,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;63.59077633064037;12.08.2025 16:05;12.08.2025 16:05;0;119892,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;37.703578652431;13.08.2025 1:50;13.08.2025 1:50;0;119490,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.08688900989928;13.08.2025 2:25;13.08.2025 2:25;0;119273,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;66.58582233897492;13.08.2025 9:15;13.08.2025 9:15;0;120045,8;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=56.89;1
BTCUSDT;Short;65.5312878033338;13.08.2025 11:15;13.08.2025 11:15;0;120506,1;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=56.89;1
BTCUSDT;Short;59.74517746213789;13.08.2025 14:20;13.08.2025 14:20;0;121519,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.20254829871105;13.08.2025 20:00;13.08.2025 20:00;0;122457,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;64.28098257106157;13.08.2025 20:15;13.08.2025 20:15;0;122745,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;30.784038513011453;14.08.2025 6:30;14.08.2025 6:30;0;121791,5;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bear cross at RSI_SMA=70.27;1
BTCUSDT;Long;36.373468389602216;14.08.2025 13:05;14.08.2025 13:05;0;118940,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.575508234629226;14.08.2025 13:30;14.08.2025 13:30;0;118405,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;57.76945563073339;14.08.2025 23:50;14.08.2025 23:50;0;118412,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;58.161383044337846;15.08.2025 2:30;15.08.2025 2:30;0;118681,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.84302499890438;15.08.2025 2:45;15.08.2025 2:45;0;118772,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.250779868904814;15.08.2025 3:15;15.08.2025 3:15;0;118825,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;58.93143914548213;15.08.2025 3:45;15.08.2025 3:45;0;118929,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.91989338490991;15.08.2025 14:00;15.08.2025 14:00;0;118067,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.92759816711232;15.08.2025 15:10;15.08.2025 15:10;0;117353,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;38.93236401844217;15.08.2025 15:30;15.08.2025 15:30;0;117263;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.79572666926094;16.08.2025 1:15;16.08.2025 1:15;0;117674,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;64.10134918886625;16.08.2025 1:55;16.08.2025 1:55;0;117820,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;44.55362210663596;16.08.2025 10:45;16.08.2025 10:45;0;117392,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.56456907739271;16.08.2025 13:20;16.08.2025 13:20;0;117705;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;41.90198633920398;16.08.2025 22:15;16.08.2025 22:15;0;117460,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.42092881649909;17.08.2025 3:55;17.08.2025 3:55;0;117683,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;62.57887388326221;17.08.2025 4:10;17.08.2025 4:10;0;117717,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;65.7391475722948;17.08.2025 4:35;17.08.2025 4:35;0;117775,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;68.4229287634187;17.08.2025 5:25;17.08.2025 5:25;0;118131,8;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=52.63;1
BTCUSDT;Short;59.232323899485806;17.08.2025 9:30;17.08.2025 9:30;0;118289,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.66930429207297;17.08.2025 17:20;17.08.2025 17:20;0;117807,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;41.425428822187236;18.08.2025 0:05;18.08.2025 0:05;0;117533,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;38.79880878740433;18.08.2025 0:20;18.08.2025 0:20;0;117413,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.38924204878113;18.08.2025 0:35;18.08.2025 0:35;0;117238,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;32.11993380360714;18.08.2025 2:35;18.08.2025 2:35;0;116083;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Downtrend: avg_sma_change=-2.86, no_rsi_extreme=True;1
BTCUSDT;Long;34.683839618606726;18.08.2025 3:50;18.08.2025 3:50;0;115333,7;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Downtrend: avg_sma_change=-3.22, no_rsi_extreme=True;1
BTCUSDT;Short;63.80188318762327;18.08.2025 13:35;18.08.2025 13:35;0;115606,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;61.38571949635043;18.08.2025 16:20;18.08.2025 16:20;0;116057,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.35232328875079;18.08.2025 17:45;18.08.2025 17:45;0;116430,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;39.141500391239276;18.08.2025 23:50;18.08.2025 23:50;0;116248,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.94001427293975;19.08.2025 0:35;19.08.2025 0:35;0;116059,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.97840237213496;19.08.2025 2:25;19.08.2025 2:25;0;115820;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.50438899729243;19.08.2025 3:15;19.08.2025 3:15;0;115667,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;29.505930786650325;19.08.2025 4:10;19.08.2025 4:10;19.08.2025 09:55;114758,3;115322,1;0,49129344;5,75;111315,551;Profit;Reverse Signal (Short);;0
BTCUSDT;Short;56.318366637153375;19.08.2025 9:45;19.08.2025 9:45;0;115309,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;57.949968090327815;19.08.2025 10:10;19.08.2025 10:10;0;115397,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;54.19599511553155;19.08.2025 10:30;19.08.2025 10:30;0;115381,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;29.939392205732176;19.08.2025 15:15;19.08.2025 15:15;0;113777,3;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Downtrend: avg_sma_change=-2.07, no_rsi_extreme=True;1
BTCUSDT;Long;37.86110592438114;19.08.2025 16:15;19.08.2025 16:15;0;113755,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.32227644638031;19.08.2025 18:50;19.08.2025 18:50;0;113131;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;47.03835550452346;19.08.2025 23:30;19.08.2025 23:30;0;113107,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.08235945529286;19.08.2025 23:55;19.08.2025 23:55;0;112871,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.74649243798452;20.08.2025 3:35;20.08.2025 3:35;0;113539,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;51.69465342310748;20.08.2025 4:35;20.08.2025 4:35;0;113525;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.99212705333164;20.08.2025 14:10;20.08.2025 14:10;0;112705,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;59.56702727181086;20.08.2025 15:35;20.08.2025 15:35;0;114025,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;43.18665237533244;21.08.2025 5:15;21.08.2025 5:15;0;113803,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;42.62630246022087;21.08.2025 10:05;21.08.2025 10:05;0;113435,6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.28438592263735;21.08.2025 17:30;21.08.2025 17:30;0;112336,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;65.50251151049946;22.08.2025 2:40;22.08.2025 2:40;0;113298;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;37.71907201236272;22.08.2025 11:00;22.08.2025 11:00;0;112609,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;29.591787257769127;22.08.2025 11:40;22.08.2025 11:40;22.08.2025 15:10;112244,2;116635,8;3,912540693;3,5;108876,874;Profit;Reverse Signal (Short);;0
BTCUSDT;Short;75.21093669111534;22.08.2025 14:55;22.08.2025 14:55;0;115797,4;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Uptrend: avg_sma_change=1.85, no_rsi_extreme=True;1
BTCUSDT;Short;79.47230343498526;22.08.2025 15:20;22.08.2025 15:20;0;116802,8;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Uptrend: avg_sma_change=1.85, no_rsi_extreme=True;1
BTCUSDT;Short;69.16933020355953;22.08.2025 15:50;22.08.2025 15:50;0;116659;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Uptrend: avg_sma_change=1.61, no_rsi_extreme=True;1
BTCUSDT;Long;30.90323233767485;23.08.2025 2:40;23.08.2025 2:40;0;115852,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.98220325713123;23.08.2025 3:50;23.08.2025 3:50;0;115587,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;41.82663754673837;23.08.2025 12:10;23.08.2025 12:10;0;115408,4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;40.339567473525804;23.08.2025 13:45;23.08.2025 13:45;0;115060,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;37.10280626056063;24.08.2025 3:45;24.08.2025 3:45;0;115009,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.972709413847184;24.08.2025 20:15;24.08.2025 20:15;0;112582,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;37.32772702774424;25.08.2025 4:45;25.08.2025 4:45;0;112795,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;36.07178495311653;25.08.2025 5:15;25.08.2025 5:15;0;112633,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;35.13843607123465;25.08.2025 5:40;25.08.2025 5:40;0;112516,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;33.531792436223256;25.08.2025 6:15;25.08.2025 6:15;0;112361,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;30.627334948062582;25.08.2025 7:00;25.08.2025 7:00;25.08.2025 13:00;111990,6;111549,6;-0,39378305;6;108630,882;Loss;Reverse Signal (Short);;0
BTCUSDT;Long;31.57684240242645;25.08.2025 7:35;25.08.2025 7:35;25.08.2025 13:00;111772;111549,6;-0,198976488;5,416666667;108418,84;Loss;Reverse Signal (Short);;0
BTCUSDT;Long;31.80979083337904;25.08.2025 7:55;25.08.2025 7:55;0;111522,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;42.578248184506826;25.08.2025 8:10;25.08.2025 8:10;0;111624,5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;60.92085827370322;25.08.2025 15:35;25.08.2025 15:35;0;112374,7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;55.909149176604025;25.08.2025 16:50;25.08.2025 16:50;0;112564,8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;31.370794561505548;25.08.2025 20:15;25.08.2025 20:15;0;110432,3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.49563078467462;25.08.2025 20:40;25.08.2025 20:40;25.08.2025 22:45;109944;110351,2;0,37037037;2,083333333;106645,68;Profit;Reverse Signal (Short);;0
BTCUSDT;Short;58.313666594149346;26.08.2025 5:50;26.08.2025 5:50;0;110252,2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;43.58253899418532;26.08.2025 11:55;26.08.2025 11:55;0;109878,1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Long;34.06770462384925;26.08.2025 12:10;26.08.2025 12:10;0;109632;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
BTCUSDT;Short;62.57332435902684;26.08.2025 19:00;26.08.2025 19:00;0;110609,9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1
